title,abstract,date_publication,keywords
Certain Bernstein-type $L_p$ inequalities for polynomials,"Abstract: Let $P(z)$ be a polynomial of degree $n,$ then it is known that for$\alpha\in\mathbb{C}$ with $|\alpha|\leq \frac{n}{2},$ \begin{align*}\underset{|z|=1}{\max}|\left|zP^{\prime}(z)-\alpha P(z)\right|\leq\left|n-\alpha\right|\underset{|z|=1}{\max}|P(z)|. \end{align*} This inequalityincludes Bernstein's inequality, concerning the estimate for $|P^\prime(z)|$over $|z|\leq 1,$ as a special case. In this paper, we extend this inequalityto $L_p$ norm which among other things shows that the condition on $\alpha$ canbe relaxed. We also prove similar inequalities for polynomials with restrictedzeros.",11/29/2024,"['polynomials', 'polynomial', 'mathbb', 'l_p', 'inequalityincludes']"
On operators preserving inequalities between polynomials,"Abstract: In this review paper, we explore operator aspects in extremal properties ofBernstein-type polynomial inequalities. We shall also see that a linearoperator which send polynomials to polynomials and have zero-preservingproperty naturally preserve Bernstein's inequality.",11/29/2024,"['polynomials', 'polynomial', 'bernstein', 'linearoperator', 'ofbernstein']"
Rational First Integrals and Relative Killing Tensors,"Abstract: We relate rational integrals of the geodesic flow of a (pseudo-)Riemannianmetric to relative Killig tensors, describe the spaces they span and discussupper bounds on their dimensions.",12/5/2024,"['riemannianmetric', 'tensors', 'geodesic', 'integrals', 'dimensions']"
A Gluing Theorem For Collapsing Warped-QAC Calabi-Yau Manifolds,"Abstract: We carry out a gluing construction for collapsing warped-QAC(quasi-asymptotically-conical) Calabi-Yau manifolds in $\CC^{n+2}, n\geq 2$.This gluing theorem verifies a conjecture by Yang Li in \cite{li2019gluing} onthe behavior of the warped QAC Calabi-Yau metrics on affine quadrics when twosingular fibers of a holomorphic fibration go apart. We will also discuss abubble tree structure for those collapsing warped-QAC Calabi-Yau manifolds.",12/4/2024,"['li2019gluing', 'collapsing', 'manifolds', 'theorem', 'conjecture']"
On the long-time limit of the mean curvature flow in closed manifolds,"Abstract: In this article we show that generally almost regular flows, introduced byBamler and Kleiner, in closed 3-manifolds will either go extinct in finite timeor flow to a collection of smooth embedded minimal surfaces, possibly withmultiplicity. Using a perturbative argument then we construct piecewise almostregular flows which either go extinct in finite time or flow to a stableminimal surface, possibly with multiplicity. We apply these results toconstruct minimal surfaces in 3-manifolds in a variety of circumstances, mainlynovel from the point of the view that the arguments are via parabolic methods.",12/4/2024,"['manifolds', 'kleiner', 'withmultiplicity', 'parabolic', 'stableminimal']"
An extension of Liebmann's Theorem to surfaces with boundary,"Abstract: Liebmann's Theorem is a fundamental result stating that a compact connectedconvex surface in $\mathbb{R}^3$ with constant mean curvature (cmc) is atotally umbilical sphere. We extend this theorem to surfaces with boundary byshowing that a locally convex, embedded compact connected cmc surface, boundedby a convex curve in a plane $P$, is contained in one of the halfspaces of$\mathbb{R}^3$ determined by $P$. This extension leads to the conclusion thatspherical caps are the only examples of locally convex, embedded compactconnected cmc surfaces with non-zero curvature, bounded by a circle.",12/4/2024,"['theorem', 'mathbb', 'curvature', 'connectedconvex', 'compactconnected']"
The Ricci curvature and the normalized Ricci flow on the Stiefel  manifolds $\operatorname{SO}(n)/\operatorname{SO}(n-2)$,"Abstract: We proved that on every Stiefel manifold $V_2\mathbb{R}^n\cong\operatorname{SO}(n)/\operatorname{SO}(n-2)$ with $n\ge 3$ the normalized Ricciflow preserves the positivity of the Ricci curvature of invariant Riemannianmetrics with positive Ricci curvature. Moreover, the normalized Ricci flowevolves all metrics with mixed Ricci curvature into metrics with positive Riccicurvature in finite time. From the point of view of the theory of dynamicalsystems we proved that for every invariant set~$\Sigma$ of the normalized Ricciflow on~$V_2\mathbb{R}^n$ defined as $x_1^{n-2}x_2^{n-2}x_3=c$, $c>0$, thereexists a smaller invariant set $\Sigma\cap \mathscr{R}_{+}$ for every $n\ge 3$,where~$\mathscr{R}_{+}$ is the domain in $\mathbb{R}_{+}^3$ responsible forparameters $x_1, x_2, x_3>0$ of invariant Riemannian metricson~$V_2\mathbb{R}^n$ admitting positive Ricci curvature.",12/4/2024,"['riemannianmetrics', 'riemannian', 'mathbb', 'mathscr', 'forparameters']"
"Numerical criteria on the complex $(k,l)$-Hessian equations with the  Calabi symmetry","Abstract: Assuming Calabi symmetry, we prove that a numerical condition ensures thesolvability of the complex $(k,l)$-Hessian equation, as conjectured bySz\'ekelyhidi. We also propose a conjecture on the existence of a$k$-subharmonic representative in a given cohomology class and confirm it underthe assumption of Calabi symmetry or when the class is semiample.",12/4/2024,"['cohomology', 'numerical', 'conjectured', 'symmetry', 'equation']"
Positive scalar curvature and isolated conical singularity,"Abstract: We prove a Geroch type result for isolated conical singularity. Namely, weshow that there is no Riemannian metric $g$ on $ X \# T^n $ with an isolatedconical singularity which has nonnegative scalar curvature on the regular part,and is positive at some point. In particular, this implies that there is nometric on tori with an isolated conical singularity and positive scalarcurvature. We also prove that a scalar flat Riemannian metric $g$ on $X \# T^n$with finitely many isolated conical singularities must be flat, and extendsmoothly across the singular points. We do not a priori assume that a conicallysingular point on $X$ is a manifold point; i.e., the cross section of theconical singularity may not be spherical.",12/4/2024,"['riemannian', 'isolatedconical', 'conicallysingular', 'finitely', 'scalarcurvature']"
Some characterizations of Riemannian manifolds endowed with a conformal  vector fields,"Abstract: The aim of this article is to investigate the presence of a conformal vector$\xi$ with conformal factor $\rho$ on a compact Riemannian manifold $M$ with orwithout boundary $\partial M$. We firstly prove that a compact Riemannianmanifold $(M^n, g)\,,n \geq 3,$ with constant scalar curvature, with boundary$\partial M$ totally geodesic, in such way that the traceless Ricci curvatureis zero in the direction of $\nabla \rho,$ is isometric to a standardhemisphere. In the $4$-dimensional case, under the condition$\displaystyle\int_M|\mathring{Ric}|^2\langle \xi,\nabla \rho\rangle\,dM\leq0$, we show that, either $M$ is isometric to a standard sphere, or $M$is isometric to a standard hemisphere. Finally, we give a partial answer forthe cosmic no-hair conjecture.",12/3/2024,"['riemannianmanifold', 'riemannian', 'mathring', 'manifold', 'isometric']"
On the existence of a balanced vertex in geodesic nets with three  boundary vertices,"Abstract: Geodesic nets are types of graphs in Riemannian manifolds where each edge isa geodesic segment. One important object used in the construction of geodesicnets is a balanced vertex, where the sum of unit tangent vectors along adjacentedges is zero. In 2021, Parsch proved the upper bound for the number ofbalanced vertices of a geodesic net with three unbalanced vertices on surfaceswith non-positive curvature. We extend his result by proving the existence of abalanced vertex of a triangle (with three unbalanced vertices) on anytwo-dimensional surface when all angles measure less than $2\pi/3$, if thelength of the sides of the triangle are not too large. This property is also ageneralization for the existence of the Fermat point of a planar triangle.",12/3/2024,"['riemannian', 'graphs', 'manifolds', 'geodesicnets', 'vertices']"
On the curvature symmetries in lightlike hypersurfaces of an indefinite  Sasakian manifold,"Abstract: In this note, we show that a lightlike hypersurface of an indefinite Sasakianmanifold, which is tangent to structure vector field is not locally symmetric,semi-symmetric or semi-parallel.",12/2/2024,"['hypersurface', 'abstract', 'tangent', 'vector', 'indefinite']"
Funções elíticas,"Abstract: In 1989 H.Karcher rewrote the theory of elliptic functions through anapproach that is much more geometrical than analytical. Therewith he obtainedan optimal control over the behaviour and image values of these functions,which allowed for their broad application in minimal surfaces. Our work isdevoted to presenting the theory of elliptic functions according to Karcher'sapproach, as well as some of its applications in minimal surfaces. The originalpublication was a mini-course that can be downloaded atthis https URL",11/29/2024,"['rewrote', 'elliptic', '1989', 'downloaded', 'originalpublication']"
Refining Friedlander-Filonov inequality with the de Rham complex,"Abstract: Inequalities between Dirichlet and Neumann eigenvalues of the Laplacian andof other differential operators have been intensively studied in the pastdecades. The aim of this paper is to introduce differential forms and the deRham complex in the study of such inequalities. We show how differential formslie hidden at the heart of work of Rohleder on inequalities between Dirichletand Neumann eigenvalues for the Laplacian on planar domains. Moreover, weextend and generalize the result of Rohleder by proving that the j+2:ndeigenvalue of the Neumann Laplacian is less than or equal to the j:theigenvalue of the Dirichlet Laplacian for any compact Lipschitz domain indimension two or greater.",12/4/2024,"['eigenvalues', 'studied', 'dirichlet', 'laplacian', 'study']"
Moduli of real (res. quaternionic) L-connections,"Abstract: We have studied irreducible real (respectively, quaternionic) Lie algebroidconnections and prove that the Gauge theoretic moduli space has HausdorffHilbert manifold structure. This work generalises some known results aboutsimple semi-connections for complex vector bundle on compact complex manifoldin real algebraic geometry.",12/3/2024,"['algebraic', 'quaternionic', 'manifoldin', 'algebroidconnections', 'geometry']"
On Third-Order Evolution Systems Describing Pseudo-Spherical or  Spherical Surfaces,"Abstract: We consider a class of third-order evolution equations of the form\begin{equation*} \left\{\begin{array}{l}\displaystyleu_{t}=F\left(x,t,u,u_x,u_{xx},u_{xxx},v,v_x,v_{xx},v_{xxx}\right),\displaystylev_{t}=G\left(x,t,u,u_x,u_{xx},u_{xxx},v,v_x,v_{xx},v_{xxx}\right),\end{array}\right. \end{equation*} describing pseudos-pherical (\textbf{pss}) orspherical surfaces (\textbf{ss}), meaning that, their generic solutions$(u(x,t), v(x,t))$ provide metrics, with coordinates $(x,t)$, on open subsetsof the plane, with constant curvature $K=-1$ or $K=1$. These systems can bedescribed as the integrability conditions of $\mathfrak{g}$-valued linearproblems, with $\mathfrak{g}=\mathfrak{sl}(2,\R)$ or$\mathfrak{g}=\mathfrak{su}(2)$, when $K=-1$, $K=1$, respectively. We obtaincharacterization and also classification results. Applications of these resultsprovide new examples and new families of such systems, which also containsystems of coupled KdV and mKdV-type equations and nonlinear Schr\""odingerequations. Additionally, this theory is applied to derive a B\""acklundtransformation for the coupled KdV system.",12/3/2024,"['mathfrak', 'displaystylev_', 'displaystyleu_', 'resultsprovide', 'equations']"
